x_feature,count
x7,681
x141,665
x125,519
x62,511
x23,511
x63,511
x116,403
x183,391
x8,386
x73,310
x14,294
x124,284
x407,270
x13,263
x167,249
x31,235
x207,165
x182,165
x52,156
x12,126
x15,126
