x_ngram,file_count
x65_x22_x4,1090
x16_x52_x53,737
x10_x10_x10,2394
x8_x14_x15,2410
x13_x7_x8,1957
x13_x8_x14,2328
x158_x73_x72,620
x11_x3_x6,2445
x11_x42_x43,2011
x64_x69_x65,621
x167_x11_x3,742
x15_x9_x10,2402
x174_x2_x3,866
x59_x174_x2,1094
x7_x30_x24,1113
x7_x7_x7,2470
x57_x8_x9,1037
x20_x64_x20,947
x12_x13_x7,2388
x10_x11_x3,2016
x8_x5_x3,1736
x36_x37_x8,1414
x14_x15_x5,1399
x52_x53_x25,873
x9_x12_x13,2421
x9_x10_x12,2077
x13_x8_x9,2242
x4_x5_x3,2452
x4_x14_x13,1216
x37_x8_x47,816
x5_x42_x43,2162
x59_x97_x65,764
x7_x8_x9,2453
x10_x10_x11,2249
x4_x5_x21,1479
x5_x3_x4,2419
x56_x57_x8,842
x4_x14_x15,1072
x64_x20_x64,921
x56_x82_x5,632
x1_x136_x13,623
x46_x37_x7,1408
x13_x8_x5,827
x9_x10_x55,943
x42_x43_x37,2322
x55_x59_x88,1671
x13_x8_x47,1000
x12_x15_x9,1348
x9_x10_x10,2437
x8_x9_x55,933
x1_x2_x1,1802
x59_x88_x43,1672
x43_x37_x7,2408
x16_x17_x18,2204
x7_x45_x46,1172
x10_x10_x12,2230
x20_x6_x7,1573
x3_x66_x176,744
x8_x9_x12,2009
x12_x15_x14,793
x8_x9_x11,2463
x167_x10_x10,2153
x22_x4_x9,948
x53_x25_x7,847
x22_x6_x8,1479
x6_x7_x7,2469
x3_x4_x5,2452
x7_x16_x52,1699
x8_x14_x13,2376
x55_x56_x57,813
x1_x2_x3,2109
x4_x5_x42,1248
x14_x13_x7,1994
x10_x11_x42,1778
x14_x15_x14,1240
x8_x9_x10,2453
x7_x16_x17,2176
x14_x183_x31,793
x36_x37_x7,1906
x2_x21_x65,958
x47_x36_x37,1693
x55_x59_x97,1582
x6_x8_x9,2443
x183_x31_x32,941
x11_x21_x65,1386
x14_x15_x9,2391
x2_x1_x2,1800
x59_x60_x4,1316
x13_x7_x7,2443
x6_x7_x8,1796
x35_x36_x37,1878
x3_x6_x8,2429
x9_x11_x3,2444
x9_x11_x21,1730
x8_x5_x42,671
x5_x21_x65,1589
x15_x5_x21,822
x8_x47_x36,1620
x60_x6_x7,2200
x63_x15_x14,804
x21_x65_x22,1480
x7_x7_x8,2455
x65_x22_x64,633
x65_x22_x6,1895
x5_x3_x6,2376
x7_x7_x16,2395
x9_x12_x15,1602
x17_x18_x7,1914
x21_x65_x65,1213
x15_x14_x13,1532
x192_x3_x6,1014
x10_x35_x36,1875
x37_x7_x8,1864
x15_x5_x3,1657
x10_x11_x1,1746
x88_x43_x37,1672
x65_x65_x58,760
x3_x6_x7,2372
x7_x8_x5,1578
x37_x7_x7,2423
x3_x6_x30,783
x7_x16_x31,2233
x11_x3_x4,1718
x30_x24_x25,1052
x55_x59_x174,1293
x7_x8_x14,2434
x13_x7_x16,1033
x3_x4_x14,788
x65_x65_x65,1115
x14_x13_x8,2411
x10_x12_x15,2068
x10_x12_x13,2228
x7_x7_x45,1064
x12_x13_x8,2158
x9_x10_x11,2040
x37_x8_x14,1428
x10_x10_x35,1647
x60_x4_x14,828
x10_x55_x56,1023
x21_x58_x2,1030
x18_x7_x7,2104
