x_ngram,file_count
x22_x6_x7,475
x31_x32_x10,347
x8_x83_x59,277
x10_x10_x55,605
x84_x87_x60,391
x19_x20_x6,263
x1_x29_x10,360
x32_x10_x10,361
x29_x10_x10,351
x4_x9_x12,334
x7_x84_x87,335
x87_x60_x4,279
x10_x55_x59,538
x16_x31_x32,356
x6_x8_x14,314
x11_x21_x22,430
x9_x55_x59,334
x12_x15_x5,394
x10_x11_x21,413
x2_x3_x6,348
x4_x9_x10,395
x15_x14_x15,481
x60_x6_x8,270
x15_x9_x12,660
x25_x7_x7,263
x11_x1_x29,383
x9_x11_x1,291
x87_x60_x6,391
x21_x22_x6,457
x59_x60_x6,552
x83_x59_x60,325
x3_x4_x9,328
x55_x59_x60,579
