x_ngram,file_count
x191_x255_x196,2
x258_x7_x7,3
x208_x53_x101,3
x52_x73_x72,2
x183_x52_x73,2
x158_x203_x63,4
x15_x95_x96,6
x201_x151_x202,2
x53_x25_x8,1
x72_x73_x72,6
x114_x101_x14,9
x20_x6_x7,9
x170_x95_x208,3
x85_x57_x30,1
x57_x30_x123,1
x170_x137_x140,2
x163_x121_x191,1
x73_x74_x163,5
x131_x170_x9,7
x101_x95_x146,5
x74_x163_x163,5
x183_x176_x186,2
x73_x72_x201,1
x206_x62_x167,5
x257_x258_x7,3
x163_x163_x158,5
x196_x281_x34,1
x146_x125_x15,3
x167_x10_x10,9
x7_x19_x20,4
x247_x257_x258,2
x199_x198_x72,7
x15_x14_x23,8
x14_x15_x137,6
x12_x15_x137,9
x154_x163_x121,2
x151_x202_x199,2
x14_x183_x17,7
x96_x170_x137,2
x10_x105_x154,3
x255_x196_x281,1
x198_x72_x73,9
x17_x18_x8,8
x183_x17_x170,4
x72_x53_x25,2
x53_x101_x137,1
x7_x247_x257,3
x24_x206_x24,7
x19_x20_x6,4
x72_x201_x151,1
x8_x95_x208,10
x137_x140_x142,2
x95_x96_x18,9
x73_x72_x73,7
x139_x114_x25,6
x53_x25_x30,2
x72_x73_x74,6
x137_x114_x25,10
x14_x23_x24,9
x183_x52_x53,3
x181_x198_x72,8
x53_x101_x95,2
x7_x7_x247,3
x170_x9_x12,9
x18_x8_x14,4
x73_x131_x170,3
x52_x53_x101,3
x72_x73_x131,3
x137_x138_x139,1
x30_x24_x206,9
x15_x95_x146,8
x281_x34_x170,1
x24_x101_x14,9
x415_x85_x57,1
x123_x72_x53,1
x158_x181_x198,7
x101_x9_x12,6
x15_x137_x114,5
x9_x12_x183,4
x121_x191_x255,2
x18_x7_x19,3
x105_x154_x163,3
x12_x183_x176,1
x137_x114_x101,4
x34_x170_x95,1
x203_x63_x15,1
x140_x142_x101,1
x14_x183_x52,6
x15_x14_x183,5
x202_x199_x198,2
x95_x208_x53,4
x176_x186_x125,4
x10_x10_x105,10
x25_x30_x24,7
x53_x415_x85,1
x17_x170_x9,10
x24_x206_x62,4
x142_x101_x95,2
x101_x137_x138,1
x30_x123_x72,5
x25_x7_x16,9
x138_x139_x114,3
x23_x24_x101,5
x206_x24_x206,4
x125_x15_x14,5
x163_x158_x181,4
x186_x125_x15,2
x176_x158_x203,3
x25_x8_x95,7
x208_x53_x415,1
x10_x11_x21,4
x14_x183_x176,5
x183_x176_x158,2
x63_x15_x9,6
x95_x146_x125,5
x17_x170_x137,5
x83_x211_x610,1
x95_x208_x203,9
x30_x62_x63,9
x62_x63_x15,8
x74_x163_x186,3
x54_x17_x191,2
x138_x167_x12,9
x154_x121_x170,4
x176_x121_x122,3
x24_x25_x16,7
x138_x63_x13,2
x26_x138_x63,3
x203_x197_x154,2
x101_x83_x211,1
x142_x25_x16,2
x31_x125_x13,6
x198_x74_x163,7
x208_x203_x197,3
x197_x154_x158,2
x163_x186_x32,2
x10_x12_x15,6
x30_x24_x54,9
x62_x63_x13,9
x10_x10_x355,6
x211_x610_x470,1
x186_x32_x12,4
x14_x23_x207,3
x15_x9_x105,9
x52_x73_x74,1
x207_x182_x167,8
x125_x13_x7,8
x123_x72_x203,5
x15_x137_x138,2
x12_x15_x9,8
x95_x154_x121,6
x124_x32_x105,3
x63_x13_x8,8
x23_x207_x198,2
x167_x105_x154,2
x161_x143_x124,3
x170_x137_x138,4
x17_x191_x176,8
x470_x141_x7,6
x610_x470_x141,1
x32_x105_x96,5
x30_x123_x124,9
x24_x101_x83,1
x141_x7_x30,2
x72_x181_x198,6
x105_x146_x32,7
x121_x170_x9,4
x170_x9_x26,3
x24_x54_x17,9
x105_x208_x53,2
x105_x96_x170,5
x63_x13_x7,8
x101_x95_x208,3
x181_x198_x74,4
x158_x73_x74,5
x198_x72_x181,6
x8_x95_x154,10
x63_x15_x14,6
x9_x26_x138,5
x10_x355_x470,5
x105_x154_x121,7
x73_x74_x121,1
x7_x30_x411,2
x146_x32_x26,1
x16_x52_x73,2
x207_x198_x72,1
x74_x121_x18,4
x121_x18_x30,3
x186_x161_x143,1
x163_x163_x186,3
x13_x16_x176,2
x163_x186_x161,3
x154_x158_x73,2
x186_x32_x105,4
x30_x207_x182,8
x32_x26_x114,2
x182_x167_x10,7
x72_x203_x167,5
x122_x207_x142,4
x154_x121_x18,6
x355_x470_x141,6
x32_x105_x146,2
x121_x122_x207,3
x18_x7_x30,6
x191_x176_x121,8
x25_x30_x62,2
x141_x7_x7,8
x138_x167_x105,4
x16_x31_x125,7
x9_x105_x208,4
x24_x25_x30,6
x207_x142_x25,10
x13_x16_x31,9
x143_x124_x32,8
x26_x27_x99,1
x24_x25_x8,10
x52_x67_x99,1
x206_x24_x103,2
x203_x167_x12,7
x429_x116_x141,1
x181_x182_x63,1
x182_x63_x13,3
x300_x26_x27,1
x32_x105_x208,1
x103_x20_x429,1
x31_x161_x114,4
x95_x146_x153,1
x16_x176_x158,5
x26_x114_x101,9
x114_x101_x9,5
x25_x8_x9,6
x99_x553_x358,1
x105_x208_x203,6
x10_x10_x26,10
x161_x114_x101,6
x502_x300_x26,1
x114_x101_x95,3
x31_x161_x143,2
x67_x99_x484,1
x146_x153_x154,1
x99_x484_x502,1
x553_x358_x433,1
x16_x31_x161,2
x154_x158_x181,2
x16_x52_x67,1
x433_x53_x25,1
x484_x502_x300,1
x24_x103_x20,1
x63_x13_x16,1
x358_x433_x53,1
x208_x203_x167,8
x158_x181_x182,1
x158_x53_x25,4
x27_x99_x553,1
x20_x429_x116,1
x153_x154_x158,2
x176_x158_x53,5
x116_x141_x7,1
x24_x415_x87,1
x146_x153_x208,2
x62_x167_x11,1
x95_x154_x158,1
x9_x105_x146,3
x415_x87_x60,1
x199_x198_x124,1
