x_ngram,file_count
x9_x10_x35,1012
x4_x9_x11,863
x121_x18_x7,807
x158_x203_x167,785
x131_x18_x7,779
x22_x6_x7,1713
x3_x64_x20,918
x95_x96_x170,928
x74_x158_x203,631
x29_x11_x21,646
x11_x1_x136,873
x31_x32_x10,1113
x59_x97_x22,875
x8_x83_x59,713
x5_x1_x2,1347
x32_x10_x11,770
x84_x87_x60,652
x4_x47_x36,695
x163_x163_x158,920
x19_x20_x6,836
x1_x29_x10,714
x11_x21_x58,834
x96_x18_x7,868
x32_x10_x10,1092
x21_x22_x4,983
x8_x5_x21,796
x16_x17_x170,637
x163_x163_x186,663
x7_x84_x87,683
x7_x8_x137,894
x32_x12_x13,664
x10_x10_x105,804
x7_x16_x176,1424
x32_x11_x3,833
x186_x32_x10,930
x7_x7_x19,644
x6_x8_x5,1021
x62_x167_x10,671
x15_x9_x11,1452
x65_x65_x22,1182
x7_x8_x95,987
x16_x31_x32,1178
x163_x163_x163,1075
x167_x10_x55,795
x2_x21_x22,802
x8_x14_x183,884
x199_x199_x199,662
x7_x30_x207,745
x6_x16_x31,702
x203_x167_x10,712
x176_x163_x186,694
x65_x239_x43,697
x8_x95_x96,929
x11_x21_x22,1333
x9_x55_x59,932
x16_x176_x121,782
x10_x11_x21,950
x2_x3_x6,1290
x4_x5_x1,1182
x74_x163_x163,691
x10_x105_x146,853
x163_x186_x32,1047
x14_x183_x17,793
x176_x121_x18,815
x4_x9_x10,1105
x15_x14_x15,1136
x7_x7_x247,624
x11_x3_x66,907
x30_x24_x206,646
x64_x20_x6,642
x176_x163_x163,1074
x5_x21_x22,788
x31_x32_x11,788
x60_x6_x8,1118
x3_x6_x16,718
x7_x19_x20,737
x25_x7_x7,1101
x30_x62_x167,630
x20_x4_x5,637
x22_x4_x5,887
x73_x74_x158,688
x10_x12_x113,642
x96_x170_x9,760
x182_x167_x10,682
x17_x170_x9,652
x16_x176_x163,1169
x87_x60_x6,682
x62_x167_x11,711
x170_x9_x10,792
x21_x22_x6,1277
x9_x11_x42,1113
x7_x7_x30,1391
x1_x2_x21,1186
x32_x10_x55,927
x95_x96_x18,844
x183_x17_x18,812
x158_x73_x74,667
x83_x59_x60,687
x6_x7_x30,771
x3_x4_x9,1071
x7_x30_x123,644
x7_x30_x62,831
x37_x8_x9,987
x18_x7_x8,981
x58_x2_x1,698
x146_x32_x10,855
x239_x43_x37,987
x22_x4_x14,736
x6_x30_x24,626
