x_ngram,file_count
x16_x52_x53,15
x26_x114_x25,12
x10_x10_x10,15
x8_x14_x15,25
x13_x7_x8,24
x16_x17_x122,11
x13_x8_x14,21
x11_x3_x6,22
x15_x9_x10,18
x7_x30_x24,24
x7_x7_x7,28
x12_x13_x7,28
x10_x11_x3,17
x52_x53_x25,16
x9_x12_x13,20
x9_x10_x12,21
x13_x8_x9,23
x7_x8_x9,28
x10_x10_x11,11
x101_x14_x15,13
x191_x17_x18,13
x62_x167_x12,15
x9_x10_x10,26
x16_x17_x18,20
x10_x10_x12,22
x8_x9_x12,20
x12_x15_x14,11
x52_x203_x167,13
x53_x25_x7,17
x6_x7_x7,20
x7_x16_x52,15
x8_x14_x13,27
x14_x13_x16,11
x14_x13_x7,27
x18_x30_x24,12
x14_x15_x14,24
x8_x9_x10,29
x7_x16_x17,26
x8_x14_x23,13
x14_x15_x9,23
x13_x7_x7,28
x6_x7_x8,11
x7_x7_x8,28
x7_x7_x16,27
x9_x12_x15,15
x17_x18_x7,24
x15_x14_x13,23
x8_x137_x138,15
x24_x25_x7,27
x3_x6_x7,21
x7_x16_x31,28
x14_x13_x30,11
x32_x10_x12,18
x16_x17_x191,17
x30_x24_x25,25
x7_x8_x14,28
x13_x7_x16,20
x14_x13_x8,25
x10_x12_x13,26
x12_x13_x8,21
x9_x10_x11,16
x18_x7_x7,28
