x_ngram,file_count
x8_x137_x138,15
x30_x24_x25,25
x138_x167_x10,13
x52_x53_x25,16
x170_x9_x10,13
x7_x8_x14,28
x16_x176_x186,14
x10_x10_x12,22
x9_x12_x13,20
x16_x52_x53,15
x18_x30_x24,12
x14_x15_x14,24
x10_x10_x10,15
x8_x9_x12,20
x8_x14_x15,25
x13_x8_x9,23
x13_x7_x8,24
x137_x138_x167,15
x8_x14_x183,15
x8_x9_x10,29
x17_x18_x30,11
x52_x203_x167,13
x7_x7_x30,28
x14_x13_x8,25
x13_x8_x14,21
x25_x7_x7,27
x203_x167_x10,14
x10_x12_x13,26
x30_x24_x101,15
x7_x16_x17,26
x176_x186_x32,12
x14_x15_x95,12
x24_x25_x7,27
x114_x25_x7,15
x15_x14_x15,19
x53_x25_x7,17
x9_x10_x10,26
x7_x8_x9,28
x96_x18_x7,19
x15_x9_x10,18
x12_x13_x8,21
x8_x95_x96,14
x32_x10_x10,14
x6_x7_x7,20
x95_x96_x170,11
x7_x16_x52,15
x9_x10_x11,16
x62_x167_x10,15
x24_x101_x9,11
x25_x7_x8,14
x114_x25_x8,11
x7_x7_x8,28
x7_x30_x24,24
x7_x8_x95,21
x7_x7_x7,28
x16_x17_x170,15
x16_x52_x203,12
x8_x14_x13,27
x7_x8_x137,18
x14_x15_x9,23
x12_x13_x7,28
x101_x14_x15,13
x16_x17_x18,20
x7_x16_x176,20
x25_x8_x14,12
x7_x7_x16,27
x9_x12_x15,15
x17_x18_x7,24
x186_x32_x10,14
x13_x7_x7,28
x18_x7_x7,28
x15_x14_x13,23
x14_x13_x7,27
x7_x30_x62,19
x13_x7_x16,20
x26_x114_x25,12
x9_x10_x12,21
x121_x18_x7,13
x12_x15_x14,11
x15_x9_x12,14
x7_x30_x207,15
x191_x17_x18,13
x11_x3_x6,22
x167_x12_x13,20
x167_x10_x12,13
x10_x10_x11,11
x123_x124_x32,13
x13_x7_x30,14
x3_x6_x7,21
x25_x16_x17,11
x12_x13_x16,12
x124_x32_x10,16
x16_x31_x32,25
x7_x30_x123,16
x96_x170_x9,12
x7_x16_x31,28
x32_x10_x12,18
x32_x12_x13,14
x8_x14_x23,13
x10_x11_x3,17
x16_x17_x191,17
x31_x32_x12,12
x17_x191_x17,13
x14_x13_x16,11
x105_x96_x18,14
x10_x105_x96,12
x10_x26_x114,14
x101_x9_x10,11
x31_x32_x10,21
x8_x137_x114,12
x6_x7_x8,11
x131_x18_x7,13
x30_x62_x167,19
x95_x146_x32,14
x30_x207_x142,11
x16_x17_x122,11
x30_x123_x131,12
x8_x95_x146,11
x62_x167_x12,15
x18_x7_x8,16
x6_x7_x16,14
x17_x18_x16,11
x14_x13_x30,11
