x_ngram,file_count
x10_x10_x10,905
x8_x14_x15,854
x13_x7_x8,952
x13_x8_x14,796
x11_x3_x6,588
x15_x9_x10,740
x7_x7_x7,1011
x57_x8_x9,371
x12_x13_x7,978
x10_x11_x3,570
x8_x5_x3,468
x9_x12_x13,965
x9_x10_x12,902
x13_x8_x9,908
x4_x5_x3,290
x4_x14_x13,568
x7_x8_x9,1011
x10_x10_x11,549
x5_x3_x4,300
x56_x57_x8,418
x9_x10_x55,641
x12_x15_x9,713
x9_x10_x10,922
x8_x9_x55,534
x16_x17_x18,323
x10_x10_x12,899
x20_x6_x7,320
x8_x9_x12,969
x12_x15_x14,800
x8_x9_x11,570
x7_x7_x84,505
x6_x7_x7,894
x3_x4_x5,312
x8_x14_x13,984
x55_x56_x57,658
x1_x2_x3,383
x14_x13_x7,978
x56_x82_x14,334
x14_x15_x14,749
x8_x9_x10,996
x7_x16_x17,337
x36_x37_x7,312
x57_x8_x14,262
x6_x8_x9,551
x14_x15_x9,760
x82_x14_x13,370
x59_x60_x4,389
x13_x7_x7,986
x6_x7_x8,659
x3_x6_x8,525
x9_x11_x3,569
x60_x6_x7,632
x7_x7_x8,1011
x5_x3_x6,555
x7_x7_x16,461
x9_x12_x15,768
x17_x18_x7,300
x15_x14_x13,872
x15_x5_x3,429
x10_x11_x1,419
x3_x6_x7,590
x7_x8_x5,437
x37_x7_x7,743
x7_x16_x31,385
x11_x3_x4,509
x7_x8_x14,984
x3_x4_x14,474
x60_x4_x9,382
x14_x13_x8,893
x10_x12_x15,791
x10_x12_x13,930
x12_x13_x8,897
x9_x10_x11,543
x7_x8_x83,545
x10_x55_x56,663
x18_x7_x7,331
