x_ngram,file_count
x143_x124_x125,3
x15_x14_x134,3
x145_x146_x147,2
x25_x8_x9,36
x24_x25_x8,35
x15_x14_x23,18
x140_x142_x101,50
x133_x12_x15,2
x12_x15_x137,58
x23_x24_x25,28
x134_x144_x145,2
x137_x143_x124,3
x144_x145_x146,2
x116_x141_x8,2
x149_x133_x12,2
x147_x148_x149,2
x15_x137_x143,8
x9_x12_x15,111
x125_x15_x14,46
x146_x147_x148,2
x8_x137_x140,60
x12_x15_x14,117
x148_x149_x133,2
x137_x140_x142,34
x142_x101_x9,21
x141_x8_x137,2
x101_x9_x12,33
x124_x125_x15,6
x14_x23_x24,28
x14_x134_x144,2
x3_x64_x20,176
x29_x10_x10,186
x6_x8_x5,181
x11_x1_x29,179
x11_x3_x64,144
x29_x10_x11,139
x1_x29_x10,172
x14_x50_x46,16
x49_x47_x228,22
x332_x233_x37,4
x11_x42_x270,10
x10_x11_x42,23
x7_x45_x46,30
x30_x24_x25,121
x43_x49_x14,26
x14_x15_x5,92
x15_x47_x228,24
x170_x9_x10,60
x49_x9_x10,23
x329_x309_x330,7
x42_x270_x230,11
x316_x15_x14,14
x334_x275_x10,11
x10_x10_x12,113
x114_x101_x14,42
x229_x334_x316,3
x5_x33_x168,7
x228_x229_x334,2
x214_x4_x14,16
x3_x66_x176,9
x46_x49_x47,19
x14_x15_x14,125
x154_x121_x170,52
x10_x10_x10,134
x14_x15_x47,30
x8_x14_x15,145
x6_x7_x8,148
x37_x45_x46,11
x121_x18_x7,136
x36_x226_x336,1
x3_x4_x14,105
x213_x214_x4,13
x7_x8_x47,35
x37_x7_x8,33
x49_x47_x36,30
x4_x14_x13,113
x274_x275_x12,1
x14_x13_x19,56
x15_x5_x1,55
x15_x9_x12,108
x14_x13_x8,135
x4_x47_x36,21
x66_x176_x121,15
x316_x13_x7,10
x13_x8_x14,128
x331_x316_x15,10
x46_x49_x9,10
x37_x8_x47,11
x230_x37_x7,28
x229_x229_x230,6
x229_x230_x49,19
x270_x230_x49,15
x47_x213_x214,18
x5_x1_x29,47
x229_x229_x229,4
x121_x170_x14,54
x33_x168_x121,9
x42_x240_x241,7
x36_x49_x95,13
x241_x43_x37,5
x56_x57_x7,89
x47_x228_x230,28
x36_x37_x45,13
x45_x46_x49,29
x270_x230_x37,7
x10_x12_x13,118
x36_x49_x14,30
x14_x15_x137,81
x11_x42_x274,6
x334_x316_x13,3
x13_x8_x47,14
x10_x105_x154,58
x233_x37_x7,8
x137_x332_x233,11
x15_x5_x3,75
x176_x121_x18,105
x230_x49_x9,13
x95_x154_x121,85
x8_x47_x228,16
x24_x25_x7,122
x4_x47_x213,5
x4_x9_x10,110
x9_x10_x105,81
x49_x14_x50,3
x15_x5_x42,20
x22_x4_x47,4
x228_x229_x229,5
x168_x121_x170,8
x15_x14_x15,116
x49_x14_x13,31
x7_x7_x84,101
x8_x9_x55,94
x227_x43_x49,11
x228_x230_x49,28
x333_x241_x43,6
x13_x7_x30,41
x7_x7_x45,30
x15_x47_x36,30
x15_x9_x10,134
x36_x49_x9,17
x121_x170_x9,37
x36_x37_x7,35
x9_x55_x56,34
x45_x333_x241,7
x297_x216_x49,2
x49_x9_x11,2
x11_x3_x66,23
x47_x228_x229,11
x5_x3_x4,122
x47_x36_x37,34
x226_x336_x337,1
x8_x47_x36,33
x16_x297_x216,2
x36_x49_x47,27
x7_x8_x5,125
x11_x21_x22,71
x21_x22_x4,48
x241_x270_x230,5
x47_x228_x334,10
x25_x7_x8,49
x37_x7_x7,37
x309_x330_x230,8
x47_x36_x226,1
x7_x30_x24,123
x45_x335_x230,21
x230_x37_x8,14
x46_x49_x14,27
x47_x331_x316,15
x105_x154_x121,68
x15_x137_x114,55
x3_x4_x9,100
x42_x274_x275,9
x4_x14_x15,105
x47_x36_x49,30
x50_x46_x49,15
x13_x19_x227,5
x230_x49_x47,20
x137_x114_x101,57
x15_x137_x332,7
x275_x10_x10,26
x335_x230_x49,17
x8_x5_x33,24
x170_x5_x3,9
x337_x230_x37,2
x336_x337_x230,1
x16_x176_x121,111
x43_x37_x7,24
x7_x45_x335,18
x57_x7_x7,96
x55_x56_x57,79
x240_x241_x270,2
x49_x95_x154,14
x14_x15_x9,140
x4_x47_x331,4
x12_x15_x5,54
x101_x14_x15,74
x7_x16_x176,132
x8_x14_x50,13
x230_x37_x45,8
x7_x7_x16,148
x170_x14_x15,65
x330_x230_x37,3
x7_x16_x297,2
x230_x49_x14,29
x49_x47_x213,8
x5_x42_x240,7
x228_x230_x37,23
x228_x334_x275,9
x216_x49_x14,12
x121_x170_x5,10
x275_x12_x15,6
x3_x4_x47,26
x10_x11_x21,74
x18_x7_x7,150
x49_x14_x15,31
x19_x227_x43,20
x7_x45_x333,10
x15_x14_x13,128
x7_x19_x20,149
x19_x20_x6,149
x9_x10_x55,135
x7_x7_x247,6
x258_x7_x7,7
x247_x257_x258,4
x20_x64_x20,36
x69_x22_x4,10
x104_x29_x10,55
x19_x69_x58,15
x20_x4_x9,58
x7_x16_x17,107
x7_x19_x69,35
x19_x20_x64,35
x20_x6_x19,48
x22_x4_x9,35
x16_x17_x18,105
x64_x20_x4,14
x7_x19_x104,82
x7_x247_x257,4
x17_x18_x7,108
x58_x29_x10,25
x19_x69_x22,29
x69_x58_x29,4
x257_x258_x7,4
x6_x19_x20,61
x19_x104_x29,64
x19_x20_x4,90
x25_x7_x7,134
x101_x14_x13,81
x7_x7_x30,132
x64_x104_x136,3
x4_x14_x183,7
x2_x3_x6,91
x182_x63_x13,30
x199_x199_x198,49
x4_x5_x1,62
x121_x18_x8,70
x301_x76_x22,31
x20_x4_x137,5
x14_x89_x87,17
x11_x33_x34,28
x131_x18_x7,61
x114_x54_x17,1
x26_x114_x101,22
x22_x6_x7,88
x114_x101_x9,34
x105_x208_x203,53
x10_x10_x26,26
x11_x38_x81,50
x4_x137_x114,9
x14_x183_x17,24
