x_ngram,file_count
x37_x16_x17,399
x11_x1_x136,542
x138_x167_x10,650
x62_x63_x15,464
x10_x10_x55,944
x2_x42_x43,827
x56_x57_x7,826
x7_x84_x85,455
x6_x7_x16,945
x163_x158_x73,854
x85_x57_x7,527
x45_x46_x37,679
x97_x65_x22,393
x10_x55_x59,1159
x17_x18_x8,976
x15_x9_x11,950
x1_x2_x42,802
x74_x158_x73,707
x16_x31_x125,948
x55_x56_x82,613
x6_x8_x14,1052
x8_x83_x56,567
x137_x138_x167,437
x15_x5_x42,618
x2_x3_x4,846
x57_x7_x8,603
x12_x15_x5,1003
x8_x9_x35,868
x15_x14_x15,1072
x5_x1_x136,478
x57_x7_x7,844
x9_x35_x36,898
x15_x9_x12,1100
x2_x3_x64,425
x167_x12_x13,557
x9_x11_x1,1072
x58_x2_x3,448
x69_x65_x65,412
x18_x8_x9,1018
x56_x82_x9,391
x65_x58_x2,470
x59_x60_x6,1065
x55_x59_x60,1077
x74_x163_x158,546
x83_x56_x57,547
x11_x1_x2,924
x183_x31_x125,472
x9_x55_x56,627
x84_x85_x57,459
